student_id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
19358,20,female,bba,0.48,91.4,yes,5.2,average,coaching,low,moderate,44.1
16268,23,female,b.com,0.58,48.8,yes,6.7,average,mixed,low,easy,28.4
14228,21,other,bca,1.72,76.8,yes,7.9,poor,mixed,low,easy,33.3
14755,24,male,b.sc,0.25,86.8,yes,7.1,good,coaching,high,hard,51.1
6435,21,female,b.sc,7.91,40.7,yes,8.8,average,group study,low,hard,100.0
5740,17,male,bca,5.36,77.8,yes,6.2,good,group study,medium,moderate,90.7
3492,22,other,diploma,0.68,64.3,yes,9.2,poor,self-study,high,easy,25.4
18523,20,other,b.sc,1.39,92.7,yes,9.7,good,coaching,high,moderate,74.7
9060,21,male,diploma,0.25,62.8,yes,4.9,average,group study,medium,easy,19.599
440,20,other,diploma,7.56,75.5,no,9.7,good,mixed,medium,moderate,87.0
10670,19,male,diploma,7.04,90.5,yes,9.9,average,online videos,medium,easy,93.2
17591,20,other,b.tech,7.85,50.7,yes,9.0,good,mixed,low,easy,74.0
17142,22,other,bba,5.41,48.9,yes,6.0,poor,online videos,low,easy,59.2
13124,19,female,b.sc,1.93,75.9,yes,7.4,poor,coaching,medium,easy,53.9
13007,21,male,ba,0.44,91.7,yes,7.3,poor,mixed,high,moderate,50.5
11673,24,male,ba,5.35,73.9,yes,8.8,poor,mixed,high,moderate,65.5
10118,21,other,b.tech,5.1,93.3,yes,7.8,poor,mixed,medium,moderate,77.4
15411,23,other,bca,0.34,49.8,yes,4.4,average,group study,high,hard,21.2
10804,18,female,diploma,4.49,88.6,yes,6.9,good,online videos,low,moderate,63.6
5860,22,female,ba,7.2,72.7,no,9.9,average,mixed,high,hard,90.4
370,23,male,b.tech,5.12,68.9,yes,4.9,poor,mixed,high,moderate,54.5
6159,23,other,b.com,4.36,79.9,yes,7.4,good,coaching,high,hard,69.5
4091,22,male,ba,5.81,59.4,yes,6.5,average,coaching,low,moderate,66.6
6891,18,male,bca,6.17,40.6,yes,6.8,poor,group study,low,moderate,66.2
8965,23,male,ba,4.02,50.0,yes,4.5,poor,self-study,low,easy,49.2
358,24,male,b.com,0.19,44.5,no,6.7,poor,coaching,high,hard,38.9
17314,18,other,diploma,6.93,77.8,yes,6.2,good,group study,low,moderate,76.6
16714,22,male,b.tech,0.68,75.9,yes,8.7,poor,group study,low,hard,44.1
7138,23,female,b.tech,7.61,68.9,yes,6.3,good,online videos,medium,easy,91.9
16984,24,other,b.com,1.01,61.4,yes,9.0,average,mixed,low,moderate,53.2
18343,20,male,bca,5.03,77.5,yes,7.1,average,coaching,medium,moderate,65.7
3528,17,male,b.tech,4.74,80.5,yes,4.4,good,coaching,low,hard,89.6
18472,19,male,b.sc,6.68,59.0,yes,6.2,average,online videos,medium,hard,69.9
16272,20,male,bca,2.05,64.0,yes,8.9,good,self-study,medium,moderate,38.6
9958,23,other,bba,5.98,47.7,yes,6.8,good,group study,low,easy,67.9
12849,19,other,b.tech,5.9,57.7,yes,4.4,good,group study,high,easy,75.7
16328,18,other,diploma,3.33,49.2,no,5.0,poor,coaching,low,moderate,43.8
19153,21,male,b.com,4.56,75.0,yes,6.1,poor,coaching,high,moderate,81.4
19609,19,other,diploma,3.94,78.1,yes,8.6,good,mixed,low,easy,69.8
5492,23,male,ba,1.34,80.1,yes,9.5,poor,mixed,medium,moderate,50.9
11458,24,other,bca,6.33,69.5,yes,8.8,average,online videos,high,moderate,77.5
2808,19,male,ba,5.79,60.7,yes,7.8,poor,self-study,high,easy,76.0
8255,23,male,b.tech,7.26,55.9,yes,5.4,good,coaching,medium,easy,68.9
8007,20,other,b.com,4.59,57.4,yes,5.7,poor,self-study,medium,moderate,64.6
998,19,female,b.sc,3.76,64.6,yes,6.2,poor,coaching,medium,moderate,43.7
13905,20,other,b.tech,0.51,49.7,yes,7.2,poor,coaching,medium,moderate,27.1
185,20,male,b.com,2.1,49.3,yes,7.2,average,coaching,low,hard,56.6
10626,19,female,b.com,2.4,76.6,yes,4.7,good,group study,low,easy,56.3
16513,21,female,ba,0.82,90.6,yes,8.9,good,online videos,low,moderate,60.4
15188,23,female,diploma,4.79,62.7,no,7.3,good,coaching,medium,easy,78.1
1199,23,male,bca,3.31,46.2,yes,5.9,good,self-study,medium,moderate,58.3
9733,21,female,bca,6.49,42.8,yes,6.2,poor,coaching,low,hard,56.7
19446,20,male,b.tech,3.64,91.2,yes,7.4,poor,self-study,high,easy,66.9
16558,24,male,diploma,3.56,99.0,yes,4.3,poor,self-study,high,easy,57.3
18124,24,other,b.sc,6.76,78.9,yes,8.3,good,online videos,high,moderate,100.0
1818,19,other,b.sc,1.44,84.1,yes,8.2,good,group study,high,easy,72.2
14621,18,male,b.com,3.36,41.5,yes,6.4,poor,group study,low,moderate,35.6
15250,20,other,b.sc,2.3,72.9,yes,7.6,good,group study,low,easy,46.2
8250,24,female,bca,0.27,42.8,yes,8.1,average,online videos,medium,easy,35.2
2997,19,male,bca,3.6,97.3,no,9.5,average,mixed,high,moderate,92.3
2832,23,other,bba,7.67,88.7,yes,8.9,good,group study,low,easy,87.6
3844,19,other,b.sc,4.51,96.6,yes,5.0,good,mixed,high,easy,84.6
7714,23,other,ba,4.41,41.7,yes,5.9,poor,online videos,medium,moderate,62.4
7271,19,female,diploma,1.35,68.2,yes,5.6,poor,mixed,medium,easy,55.9
10290,19,female,bba,2.96,48.9,yes,4.2,good,group study,medium,moderate,40.3
399,19,male,diploma,1.33,82.4,yes,5.7,poor,online videos,high,moderate,26.7
12469,20,male,b.tech,1.38,77.1,yes,4.2,good,group study,high,easy,36.4
607,19,other,diploma,4.28,60.0,yes,5.5,poor,group study,medium,hard,47.9
17612,21,female,diploma,7.25,87.6,yes,7.6,average,mixed,low,easy,84.9
15006,18,male,ba,3.14,97.7,yes,6.8,average,self-study,medium,hard,72.6
7280,21,male,bca,1.88,48.2,yes,9.2,good,online videos,low,moderate,68.3
12076,19,male,b.com,2.36,46.9,yes,7.5,poor,mixed,low,moderate,25.4
4159,18,female,bba,4.68,49.6,yes,6.9,average,group study,medium,moderate,65.9
8245,21,male,ba,0.54,79.8,yes,6.3,poor,online videos,high,moderate,19.599
5151,18,female,b.sc,3.5,98.7,yes,8.3,poor,online videos,high,moderate,39.6
19375,22,other,bba,4.6,91.9,yes,4.2,good,online videos,high,hard,87.9
8783,17,other,bba,7.62,96.4,yes,9.8,poor,group study,medium,hard,83.6
9405,23,female,diploma,2.77,46.7,yes,7.6,good,group study,medium,moderate,59.3
17170,23,female,bca,0.39,41.2,yes,5.0,good,mixed,low,easy,19.599
11027,22,other,diploma,6.89,50.7,yes,5.3,poor,self-study,medium,easy,72.7
7391,24,male,bba,5.26,45.3,no,7.3,poor,self-study,medium,moderate,49.4
15986,17,other,b.tech,2.88,55.4,yes,5.9,average,group study,low,moderate,44.3
4254,19,male,b.tech,2.08,51.6,yes,9.6,good,group study,medium,moderate,65.4
16376,20,female,b.sc,6.73,45.1,yes,8.3,average,self-study,medium,hard,83.9
11669,21,male,b.tech,7.87,56.0,no,6.9,poor,self-study,medium,easy,64.6
9228,20,male,b.sc,2.79,81.8,yes,5.9,average,group study,medium,moderate,66.7
15129,17,male,diploma,2.84,93.2,yes,7.7,poor,self-study,high,easy,66.9
6074,21,other,diploma,6.39,50.3,yes,9.7,poor,mixed,medium,easy,64.8
3707,18,other,ba,3.13,84.8,yes,9.1,good,mixed,high,easy,68.0
1093,23,male,ba,5.4,85.4,yes,9.1,average,coaching,high,moderate,84.4
5581,21,male,bca,3.73,56.0,yes,5.2,average,mixed,low,easy,52.3
17265,20,male,diploma,1.5,89.6,yes,4.6,good,coaching,low,moderate,70.6
11146,21,male,b.sc,5.26,94.4,yes,8.1,average,group study,high,moderate,77.9
18025,17,female,bba,5.54,49.2,yes,9.7,good,coaching,high,moderate,79.7
16094,22,male,diploma,5.68,90.6,yes,8.5,good,group study,high,moderate,98.5
5030,18,female,ba,0.77,99.0,no,6.0,average,group study,low,hard,38.2
2145,19,male,b.tech,6.0,68.7,yes,5.1,poor,mixed,medium,moderate,82.8
9415,21,female,b.com,6.42,73.5,yes,7.5,average,mixed,low,moderate,91.3
10982,19,other,bca,3.89,98.0,no,5.1,average,mixed,high,hard,74.3
14852,18,other,b.com,7.67,75.8,no,8.6,poor,coaching,medium,easy,76.6
12187,18,other,ba,2.8,87.4,no,7.7,good,self-study,high,moderate,61.9
18851,24,female,ba,4.18,71.8,no,7.2,good,mixed,medium,easy,62.6
8099,17,male,diploma,1.06,94.7,yes,5.5,average,coaching,medium,moderate,68.9
12595,24,other,b.sc,5.01,65.5,no,9.4,average,self-study,high,easy,79.2
5827,18,other,b.com,7.68,77.2,yes,6.7,good,group study,medium,moderate,83.3
15954,23,female,bba,0.97,54.3,yes,6.3,poor,group study,medium,moderate,43.8
5157,24,female,b.com,3.97,67.8,no,6.2,good,coaching,low,easy,50.7
6689,22,other,b.com,7.26,97.3,no,5.7,good,online videos,high,easy,100.0
12136,18,other,bca,3.03,84.0,yes,7.9,poor,online videos,medium,moderate,44.1
16303,18,other,bba,2.07,83.9,yes,5.6,poor,online videos,low,easy,44.1
6119,21,male,bba,3.12,63.5,yes,7.8,average,coaching,high,easy,59.0
4870,22,other,ba,1.61,62.7,yes,8.1,poor,coaching,low,hard,33.1
10865,23,other,bca,7.25,70.3,yes,7.3,average,mixed,medium,moderate,82.3
17933,24,other,b.com,2.79,68.2,no,5.1,average,group study,low,moderate,39.1
11939,21,male,b.com,7.91,89.2,yes,8.3,average,coaching,medium,easy,100.0
13699,20,female,bba,5.36,66.2,no,6.7,average,group study,medium,moderate,51.8
19899,18,female,bca,2.55,55.0,yes,4.2,good,group study,high,hard,46.5
19156,22,female,diploma,6.09,67.3,yes,9.2,average,mixed,medium,easy,91.2
10490,20,other,b.sc,0.87,62.3,yes,4.7,average,online videos,high,moderate,33.7
8752,18,female,b.sc,6.78,68.0,yes,9.9,good,group study,medium,moderate,72.9
3377,21,male,bba,3.95,73.0,yes,7.5,average,self-study,medium,moderate,47.5
12530,20,other,b.com,4.8,90.3,yes,8.8,poor,mixed,high,easy,82.6
16985,24,male,bca,1.66,41.7,yes,9.4,good,group study,high,easy,44.1
15786,17,other,ba,6.09,95.9,yes,9.6,poor,self-study,low,moderate,89.2
1446,17,male,b.sc,3.48,41.1,yes,9.5,good,coaching,high,hard,59.2
5167,22,male,bba,6.35,41.4,yes,4.1,average,group study,medium,easy,47.7
10022,18,male,b.sc,7.04,77.5,no,5.7,poor,online videos,low,easy,67.0
15959,20,female,b.tech,1.77,43.0,yes,6.6,average,online videos,high,moderate,41.4
4748,19,male,b.sc,3.68,58.2,yes,9.0,poor,self-study,medium,easy,59.3
3829,22,female,b.tech,5.2,78.9,yes,5.0,poor,online videos,medium,easy,60.5
17676,22,female,b.tech,7.23,88.5,no,4.6,poor,self-study,high,moderate,72.7
15946,21,male,diploma,6.15,84.4,yes,6.8,average,mixed,high,easy,90.2
4828,21,other,diploma,4.57,75.3,yes,4.5,good,coaching,high,moderate,93.1
10872,17,female,diploma,6.63,52.6,yes,9.8,average,online videos,medium,easy,75.8
4793,24,male,bba,7.56,52.9,yes,9.5,good,online videos,low,easy,92.5
1779,19,other,b.sc,6.31,80.6,yes,8.8,good,group study,low,moderate,78.3
18448,22,female,bca,2.33,88.6,yes,4.3,average,self-study,high,easy,64.7
19800,24,male,bca,6.14,54.0,yes,7.0,poor,self-study,medium,hard,50.6
13945,22,male,b.sc,5.77,52.0,yes,9.4,poor,mixed,low,moderate,53.6
3153,18,other,b.sc,1.74,75.7,yes,6.7,poor,coaching,medium,easy,52.0
9845,22,male,bca,2.07,90.0,yes,6.4,average,online videos,medium,easy,66.6
2364,17,male,b.tech,7.48,75.3,yes,6.6,good,mixed,medium,easy,82.8
16494,18,other,bca,2.14,81.5,no,9.5,average,group study,low,moderate,53.9
2203,17,female,diploma,1.51,98.6,yes,8.3,good,mixed,medium,easy,68.7
14045,23,female,b.tech,7.57,98.0,yes,8.0,poor,group study,medium,hard,79.0
1642,17,other,ba,4.94,62.0,yes,5.4,average,mixed,high,easy,65.3
9793,17,male,bba,3.12,53.5,yes,4.8,poor,mixed,high,moderate,48.4
1078,18,female,ba,5.89,88.6,yes,8.3,good,self-study,medium,moderate,89.2
2099,23,other,bca,1.0,67.0,yes,9.6,good,self-study,medium,moderate,49.3
12999,18,female,b.sc,5.9,99.4,yes,8.6,poor,coaching,low,moderate,80.5
7604,18,other,b.tech,0.5,88.7,no,5.6,average,online videos,high,moderate,55.7
18307,18,other,ba,6.44,87.8,yes,7.9,good,group study,medium,moderate,91.4
8425,17,other,bba,2.52,83.3,yes,9.4,good,mixed,high,moderate,76.7
12049,18,other,diploma,3.98,65.6,yes,4.7,average,self-study,medium,moderate,51.7
3071,20,male,ba,0.18,78.7,no,8.3,average,self-study,medium,easy,43.9
7912,21,female,b.com,5.33,42.4,yes,9.2,poor,self-study,low,hard,43.4
17182,21,male,ba,4.61,71.6,yes,6.3,poor,online videos,low,hard,46.2
15047,24,female,diploma,7.49,84.2,yes,9.1,average,self-study,low,moderate,81.8
14031,23,female,diploma,1.27,49.2,yes,8.2,good,coaching,high,easy,56.9
2831,24,male,diploma,4.73,64.2,yes,8.4,average,self-study,low,moderate,51.2
14492,24,male,bba,6.78,83.7,yes,7.3,good,group study,low,moderate,82.3
13004,19,male,ba,4.15,72.9,no,8.9,good,mixed,high,easy,61.1
517,24,female,ba,6.37,59.8,yes,8.3,average,mixed,low,moderate,70.8
4380,24,male,bba,1.59,63.3,no,8.8,good,online videos,high,moderate,58.5
17428,22,female,ba,0.08,95.0,no,6.2,poor,online videos,high,easy,40.2
8149,17,other,bca,2.43,43.6,yes,4.8,poor,self-study,low,hard,19.599
11132,18,other,ba,6.36,43.4,yes,5.0,average,mixed,low,moderate,68.6
8581,18,female,b.sc,7.74,66.2,yes,7.1,good,online videos,high,hard,75.6
7854,21,female,bca,5.26,84.7,yes,6.7,poor,coaching,high,hard,75.4
15158,17,female,bba,5.64,74.5,yes,9.9,poor,group study,medium,moderate,81.9
14632,18,other,b.sc,7.15,51.0,no,5.1,good,coaching,high,moderate,91.4
16166,17,other,bca,4.23,61.3,yes,5.4,good,coaching,high,easy,77.7
3507,23,other,ba,5.43,58.6,yes,4.9,poor,self-study,high,easy,44.2
16428,21,male,b.com,2.59,85.8,yes,9.5,average,online videos,low,easy,58.4
8200,24,female,diploma,7.25,41.8,yes,5.4,good,self-study,medium,hard,79.1
13658,21,other,b.tech,7.26,52.1,yes,5.1,good,group study,high,moderate,64.2
10408,20,other,bba,6.8,94.8,yes,9.7,poor,mixed,low,hard,65.8
19524,17,female,b.tech,7.23,54.2,yes,4.3,poor,self-study,low,moderate,49.3
13342,19,other,bba,0.93,67.7,yes,5.9,poor,group study,low,easy,23.0
12771,18,female,bca,0.3,79.2,no,9.5,average,mixed,high,hard,55.5
3914,21,other,bba,7.09,99.4,yes,6.1,poor,mixed,medium,moderate,100.0
349,18,male,bca,3.19,52.4,yes,5.7,average,coaching,low,moderate,55.9
13595,24,male,diploma,2.82,47.0,yes,5.4,poor,self-study,low,moderate,19.599
16963,23,male,bba,6.85,85.8,yes,6.8,average,online videos,high,easy,78.4
1252,20,other,b.tech,3.16,81.3,no,7.2,average,group study,medium,moderate,58.9
7820,23,female,diploma,3.07,79.2,yes,6.6,poor,self-study,low,easy,35.9
17825,19,female,ba,7.47,41.7,yes,5.4,poor,online videos,medium,moderate,83.5
18509,19,female,b.com,0.71,73.1,yes,9.6,poor,self-study,high,easy,38.5
9935,17,male,b.com,4.06,46.2,yes,9.3,good,online videos,high,moderate,57.3
12208,23,female,ba,7.4,77.7,yes,7.9,good,mixed,high,hard,96.3
11980,20,female,b.com,2.57,53.6,yes,6.8,average,online videos,medium,hard,51.2
12329,19,female,b.com,5.39,82.0,yes,7.7,good,online videos,medium,moderate,85.7
10992,19,other,b.tech,3.17,48.0,yes,6.9,good,online videos,medium,moderate,64.4
12129,23,other,b.sc,2.56,92.3,no,7.3,average,coaching,low,hard,61.1
8790,19,other,ba,2.57,91.0,no,5.3,poor,self-study,low,hard,57.6
324,24,female,b.tech,0.61,46.0,yes,9.0,good,group study,medium,moderate,31.4
10180,19,female,b.sc,6.35,84.2,no,6.9,good,coaching,low,moderate,84.0
10587,20,male,bca,3.98,78.1,yes,9.6,poor,coaching,low,easy,66.3
19814,21,female,diploma,3.11,71.0,yes,4.5,good,self-study,high,easy,55.7
17118,19,male,diploma,2.4,80.4,yes,7.7,poor,self-study,high,hard,53.5
1081,24,female,b.com,5.89,60.7,yes,5.4,average,online videos,high,moderate,75.2
5675,20,female,b.com,7.19,45.1,yes,6.0,good,group study,low,easy,77.5
1522,22,male,b.tech,2.94,76.3,yes,7.2,good,mixed,medium,moderate,83.0
14609,19,male,ba,0.12,75.1,yes,6.0,average,self-study,high,easy,49.2
19758,18,male,ba,6.43,79.6,yes,5.3,average,online videos,medium,hard,80.8
17633,21,other,b.com,2.21,86.9,yes,8.7,poor,self-study,medium,moderate,58.0
5111,21,other,bca,4.61,61.5,yes,7.1,good,self-study,medium,moderate,43.5
16765,19,male,b.sc,2.74,68.1,yes,9.4,poor,online videos,medium,easy,49.9
3865,22,female,diploma,4.84,42.3,yes,4.1,poor,group study,high,easy,52.8
6729,18,female,bba,0.81,72.0,yes,6.7,good,mixed,high,moderate,52.1
6874,19,male,b.tech,3.35,77.0,no,6.6,poor,mixed,medium,easy,50.6
15655,20,male,b.com,2.35,68.1,yes,5.8,poor,online videos,low,moderate,46.5
644,20,female,diploma,6.34,99.4,yes,6.3,good,online videos,low,hard,92.7
4248,18,other,b.tech,3.67,51.6,no,7.3,average,coaching,medium,moderate,63.2
2270,24,other,bca,0.4,41.0,yes,4.5,good,self-study,high,moderate,39.1
3273,22,male,b.com,2.12,84.8,yes,9.3,good,group study,low,moderate,66.5
5618,18,other,b.com,1.22,41.1,yes,7.9,good,coaching,high,hard,65.1
3393,23,other,b.sc,3.31,77.1,yes,9.0,average,group study,high,easy,62.4
2531,24,female,ba,4.71,47.7,no,7.5,poor,online videos,high,moderate,58.2
17060,19,male,b.sc,6.92,55.7,yes,8.2,good,online videos,high,moderate,78.5
9571,24,male,ba,5.06,67.2,yes,4.3,average,online videos,medium,easy,57.4
10296,20,other,ba,7.25,42.6,yes,4.3,poor,mixed,low,easy,67.6
2875,20,female,b.sc,1.27,87.0,yes,9.6,good,coaching,medium,moderate,74.1
8542,24,other,diploma,6.46,71.4,yes,9.2,average,mixed,low,moderate,86.3
3590,24,other,b.com,3.89,81.6,yes,9.5,poor,online videos,low,easy,51.4
10969,17,male,ba,7.55,70.4,yes,9.4,good,self-study,high,easy,100.0
1566,20,male,diploma,7.81,85.0,no,8.4,poor,online videos,low,easy,90.6
2610,23,other,bba,2.49,50.7,yes,6.7,poor,group study,high,moderate,32.4
13268,21,male,diploma,5.71,92.8,yes,4.6,poor,coaching,medium,easy,85.0
16759,20,female,b.tech,0.7,51.6,yes,5.6,poor,group study,medium,moderate,35.4
15215,18,female,bca,7.69,96.0,yes,9.9,good,self-study,medium,hard,89.8
16734,17,other,bba,7.23,57.4,yes,6.4,average,self-study,medium,moderate,91.4
3065,22,male,b.sc,6.69,53.2,yes,7.1,average,group study,low,moderate,84.7
1793,19,female,b.com,1.82,95.4,no,6.0,good,online videos,medium,easy,50.4
18102,17,female,b.sc,7.91,57.2,no,8.7,average,self-study,low,hard,62.0
17982,24,female,ba,6.94,97.6,yes,8.7,poor,online videos,low,moderate,73.7
8889,21,male,b.sc,4.67,90.4,yes,6.8,good,group study,low,easy,80.7
4146,19,female,bba,4.17,64.5,yes,4.8,poor,coaching,high,moderate,60.3
14374,19,male,bba,5.17,86.2,yes,8.9,poor,self-study,high,hard,59.3
6009,17,other,bba,2.29,72.8,yes,5.2,average,self-study,low,hard,46.9
8882,17,male,b.com,7.53,88.4,yes,4.9,poor,coaching,low,hard,89.0
14875,20,female,b.com,5.07,84.9,no,6.5,poor,mixed,low,moderate,62.8
6716,20,male,bba,4.52,69.0,yes,4.1,poor,online videos,low,easy,44.4
18530,18,male,ba,3.23,60.9,yes,5.1,good,online videos,medium,moderate,52.4
1957,21,female,b.com,1.71,69.8,yes,6.2,average,mixed,medium,moderate,51.5
15898,19,male,ba,4.78,75.4,yes,5.9,average,mixed,low,hard,56.0
16743,20,male,bca,5.25,46.5,yes,4.5,poor,group study,low,hard,46.3
19257,19,male,b.com,6.95,46.9,yes,8.0,average,coaching,medium,easy,74.9
1781,17,other,b.tech,6.72,78.8,yes,4.6,good,self-study,low,easy,68.8
16400,18,male,ba,2.51,45.0,yes,4.1,poor,group study,medium,moderate,23.7
12729,24,other,b.sc,3.07,47.0,yes,9.9,average,self-study,low,moderate,53.5
9057,23,male,b.tech,0.08,56.0,yes,7.7,good,self-study,medium,hard,21.6
16917,21,female,bba,2.23,80.7,yes,9.9,poor,group study,low,moderate,29.8
17508,23,male,ba,4.23,77.4,yes,8.6,average,self-study,high,moderate,57.0
14820,18,other,diploma,7.22,99.2,yes,5.2,good,group study,high,moderate,100.0
9549,24,other,b.sc,1.86,96.1,yes,7.2,average,coaching,medium,easy,56.5
14896,19,male,b.sc,7.67,67.4,no,6.2,poor,coaching,low,easy,75.0
629,21,male,ba,3.11,64.7,yes,7.8,poor,mixed,medium,hard,39.1
17559,17,female,b.com,5.02,88.3,yes,6.5,good,online videos,medium,moderate,68.0
15694,21,other,bba,0.46,53.1,yes,8.7,poor,coaching,high,easy,41.3
15524,24,female,b.com,5.15,84.8,yes,4.1,poor,online videos,medium,easy,65.3
13307,21,other,ba,1.38,74.0,yes,9.7,average,self-study,medium,hard,51.4
7524,19,female,b.com,6.26,92.0,yes,7.9,good,group study,medium,moderate,74.1
12557,18,female,ba,0.62,49.8,yes,6.5,average,mixed,low,moderate,28.3
15641,22,female,bba,6.88,74.9,yes,4.1,poor,group study,high,easy,83.3
5012,17,male,bca,2.21,95.1,yes,6.7,poor,online videos,high,moderate,62.8
16406,19,male,bba,1.43,95.1,yes,7.6,average,group study,low,moderate,55.5
9918,19,other,bba,6.68,49.2,yes,7.5,poor,mixed,low,moderate,60.8
818,17,female,bba,2.64,68.2,yes,5.9,average,group study,medium,easy,57.1
7995,23,other,bba,5.0,80.3,yes,4.7,poor,self-study,medium,hard,47.3
11753,21,female,b.sc,7.21,64.2,yes,7.5,good,mixed,medium,moderate,95.1
15642,22,female,bba,5.27,52.6,yes,4.6,good,coaching,high,hard,88.3
17737,20,male,b.com,5.09,68.3,no,6.3,average,mixed,medium,easy,70.9
12111,19,other,b.com,0.2,55.4,yes,9.1,poor,online videos,high,moderate,29.2
17202,21,other,b.tech,6.0,84.5,yes,8.9,poor,self-study,medium,moderate,87.9
11211,20,other,b.sc,2.77,72.8,yes,8.4,average,self-study,medium,easy,63.5
11374,17,other,diploma,7.14,74.5,yes,7.9,good,mixed,medium,moderate,85.6
17534,23,male,b.tech,4.69,89.6,yes,5.6,average,coaching,medium,hard,67.3
14939,19,female,diploma,4.86,64.5,no,4.8,good,online videos,high,moderate,77.4
1225,20,male,b.tech,2.01,47.6,yes,7.4,good,coaching,high,moderate,71.1
8382,17,male,bca,4.67,46.8,no,5.8,poor,group study,low,easy,40.6
4739,19,female,b.com,4.13,96.6,yes,7.3,good,online videos,low,easy,73.5
19616,17,other,b.com,5.33,45.8,yes,8.4,average,mixed,high,easy,61.0
3601,20,female,b.tech,6.14,75.1,yes,8.0,good,online videos,medium,moderate,92.6
11437,18,male,diploma,6.79,60.0,yes,5.3,good,group study,medium,hard,66.9
9311,23,male,b.sc,4.93,85.2,yes,7.7,good,coaching,medium,hard,94.4
1499,20,female,diploma,2.09,52.9,yes,6.7,poor,online videos,medium,moderate,29.3
17502,22,female,b.com,5.45,70.3,yes,4.2,good,self-study,medium,easy,55.3
8405,23,other,bca,5.66,50.6,no,4.1,poor,self-study,medium,moderate,37.8
14618,18,other,b.sc,4.32,83.4,yes,7.9,poor,group study,low,moderate,49.6
196,17,other,b.com,7.47,47.3,yes,7.1,poor,group study,low,moderate,66.6
6595,24,female,b.tech,6.79,49.3,no,8.8,good,group study,low,moderate,68.5
19865,20,male,b.com,4.44,78.7,yes,7.1,poor,coaching,high,moderate,70.3
19502,24,male,diploma,4.43,55.1,yes,7.5,average,mixed,medium,easy,65.8
6324,24,male,b.com,6.1,46.8,no,8.4,average,online videos,high,moderate,38.2
642,24,other,b.sc,0.39,91.1,no,9.9,average,group study,low,moderate,28.1
900,21,male,b.com,2.3,75.6,yes,5.5,good,coaching,low,moderate,69.8
300,17,other,diploma,1.5,49.7,yes,9.6,average,group study,high,easy,38.3
10661,21,female,b.com,5.5,77.8,yes,7.5,average,coaching,high,easy,100.0
4428,20,other,bca,4.45,62.1,yes,9.7,average,coaching,high,easy,77.1
4795,20,female,diploma,2.08,61.1,no,7.9,average,mixed,low,easy,28.4
16129,20,male,b.sc,3.54,41.6,yes,5.4,poor,self-study,high,hard,70.5
4607,18,female,b.com,2.95,51.9,yes,5.3,poor,group study,medium,moderate,21.2
3789,24,other,bba,2.83,66.5,yes,4.2,poor,online videos,high,hard,38.2
15218,19,other,b.tech,3.34,98.1,yes,9.8,good,group study,medium,moderate,75.2
14847,22,other,bca,1.76,92.3,yes,7.2,poor,self-study,high,moderate,61.3
16089,20,female,b.sc,6.4,56.3,yes,4.2,good,mixed,low,moderate,65.5
9145,23,other,bba,2.85,66.5,yes,5.1,good,online videos,low,moderate,49.9
9074,22,female,ba,1.97,84.6,yes,8.6,poor,online videos,low,moderate,44.7
10361,20,male,b.tech,3.34,88.0,yes,8.0,good,self-study,high,moderate,69.9
217,17,female,bba,3.97,86.7,yes,4.9,good,group study,low,moderate,62.6
19405,18,female,bca,7.2,88.9,yes,5.9,average,group study,high,easy,100.0
13523,19,female,diploma,0.08,56.3,yes,6.6,poor,online videos,medium,moderate,28.3
18100,20,female,bba,2.46,55.1,yes,6.1,average,mixed,low,moderate,40.1
10652,18,male,bba,2.54,86.3,yes,8.8,good,mixed,low,moderate,59.9
5670,22,male,diploma,0.21,55.6,yes,9.9,poor,coaching,medium,easy,44.9
13948,24,male,bba,4.53,89.4,yes,5.8,poor,online videos,high,easy,69.0
9811,24,other,bca,0.98,94.2,yes,6.7,average,group study,medium,hard,55.3
5486,18,male,diploma,1.34,64.7,yes,6.4,average,coaching,low,moderate,56.8
14377,19,female,bca,6.4,87.3,yes,9.0,good,group study,low,moderate,70.6
2303,21,female,b.tech,0.9,42.3,yes,5.5,average,group study,high,moderate,42.6
15113,17,other,b.com,2.29,59.3,yes,5.6,average,group study,low,moderate,30.8
5605,21,female,bca,3.68,72.0,yes,4.1,poor,coaching,low,moderate,58.9
17880,24,other,bba,5.82,81.9,yes,5.8,average,online videos,low,hard,67.6
6359,17,other,b.sc,5.99,79.9,no,6.4,poor,self-study,low,easy,51.5
18085,22,female,bba,5.21,68.8,yes,7.1,average,group study,medium,easy,68.0
12766,22,other,b.com,6.15,72.9,no,6.2,good,self-study,high,easy,82.1
17593,20,other,ba,7.51,85.1,yes,7.2,poor,coaching,low,easy,88.8
5816,17,other,b.com,2.6,71.4,yes,9.9,good,self-study,high,hard,68.8
7462,24,female,b.com,2.16,82.5,yes,6.6,good,coaching,medium,moderate,61.9
17442,23,other,ba,1.86,54.2,yes,5.8,average,coaching,high,easy,38.4
7053,22,female,ba,4.49,54.1,yes,8.2,average,coaching,medium,hard,56.3
5684,20,female,diploma,1.95,91.4,yes,8.3,good,self-study,medium,moderate,62.5
2051,18,female,b.tech,7.64,51.0,yes,4.9,average,coaching,high,moderate,79.9
